"Item","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XRE000Y3","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",1.8,19.05,203.2,"","","","","",0,"-","3/4","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 1.8x3/4""x8 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE000Z1","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",1.8,20,105,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 1.8x20x105 0°","2099-12-31","aditya@rigpl.com","2011-09-15 21:16:22"
"HR1XRE00102","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,8,260,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x8x260 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00110","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,9.525,203.2,"","","","","",0,"-","3/8","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x3/8""x8 0°","2099-12-31","aditya@rigpl.com","2013-07-23 13:56:44"
"HR1XRE00128","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,11.113,203.2,"","","","","",0,"-","7/16","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x7/16""x8 0°","2099-12-31","aditya@rigpl.com","2012-05-15 12:25:34"
"HR1XRE00136","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,12,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x12x100 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00144","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,12,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x12x150 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00151","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,12,200,"","","","","",0,"-","-","-","Yes",300,"82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x12x200 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:49"
"HR1XRE00169","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,12.5,70,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x12.5x70 0°","2099-12-31","Administrator","2011-03-09 21:11:12"
"HR1XRE00177","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,12.7,101.6,"","","","","",0,"-","1/2","4","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x1/2""x4 0°","2099-12-31","Administrator","2011-03-09 21:11:12"
"HR1XRE00185","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,15.875,152.4,"","","","","",0,"-","5/8","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x5/8""x6 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00193","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,15.875,203.2,"","","","","",0,"-","5/8","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x5/8""x8 0°","2099-12-31","aditya@rigpl.com","2012-03-20 11:48:58"
"HR1XRE001A5","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,19.05,101.6,"","","","","",0,"-","3/4","4","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x3/4""x4 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001B3","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,19.05,152.4,"","","","","",0,"-","3/4","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x3/4""x6 0°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR1XRE001C1","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,19.05,203.2,"","","","","",0,"-","3/4","8","Yes",120,"82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x3/4""x8 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:49"
"HR1XRE001D8","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,20,80,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x20x80 0°","2099-12-31","ramesh.pant@rigpl.com","2013-09-14 19:04:16"
"HR1XRE001E6","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,25.4,152.4,"","","","","",0,"-","1","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2x1""x6 0°","2099-12-31","aditya@rigpl.com","2011-10-31 16:54:31"
"HR1XRE001F4","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2,40,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2x40x150 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE001G2","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.2,18.5,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.2x18.5x200 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001H0","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.2,19.05,152.4,"","","","","",0,"-","3/4","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.2x3/4""x6 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE001J5","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.2,19.05,203.2,"","","","","",0,"-","3/4","8","No",200,"82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.2x3/4""x8 0°","2099-12-31","aditya@rigpl.com","2011-01-29 15:38:32"
"HR1XRE001K3","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.2,31.75,203.2,"","","","","",0,"-","1+1/4","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.2x1+1/4""x8 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001L1","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.35,20.5,115,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.35x20.5x115 0°","2099-12-31","ramesh.pant@rigpl.com","2013-05-29 10:23:12"
"HR1XRE001M9","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.381,12.7,152.4,"","","","","",0,"3/32","1/2","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW (D < 4mm)","HSS Rohit- 1X  Rect 3/32""x1/2""x6"" 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001N6","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.381,25.4,152.4,"","","","","",0,"3/32","1","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW (D < 4mm)","HSS Rohit- 1X  Rect 3/32""x1""x6"" 0°","2099-12-31","ramesh.pant@rigpl.com","2012-09-17 15:29:08"
"HR1XRE001P2","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,12,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.5x12x150 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001Q0","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,12,200,"","","","","",0,"-","-","-","Yes",200,"82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.5x12x200 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:49"
"HR1XRE001R8","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,15.875,152.4,"","","","","",0,"-","5/8","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.5x5/8""x6 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE001S5","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,15.875,203.2,"","","","","",0,"-","5/8","8","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.5x5/8""x8 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE001T3","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,16,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.5x16x100 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE001U1","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,19.05,152.4,"","","","","",0,"-","3/4","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.5x3/4""x6 0°","2099-12-31","Administrator","2010-12-30 08:53:15"
"HR1XRE001V9","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,19.05,203.2,"","","","","",0,"-","3/4","8","Yes",550,"82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.5x3/4""x8 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:49"
"HR1XRE001W7","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,25.4,152.4,"","","","","",0,"-","1","6","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 2.5x1""x6 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE001X4","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",2.5,50,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (D < 3mm)","HSS Rohit- 1X  Rect 2.5x50x200 0°","2099-12-31","ramesh.pant@rigpl.com","2013-06-15 11:16:59"
"HR1XRE001Y2","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,7.5,75,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x7.5x75 0°","2099-12-31","ramesh.pant@rigpl.com","2012-07-12 15:35:11"
"HR1XRE001Z0","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,7.5,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x7.5x100 0°","2099-12-31","ramesh.pant@rigpl.com","2012-07-12 15:22:13"
"HR1XRE00201","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,10,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x10x100 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00219","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,10,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x10x200 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE00227","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,12,110,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x12x110 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00235","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,12,150,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x12x150 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE00243","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,12,160,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x12x160 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00250","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,12,200,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x12x200 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE00268","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,16,125,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x16x125 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00276","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,16,150,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x16x150 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE00284","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,16,160,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x16x160 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE00292","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,16,200,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x16x200 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE002A4","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,19,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x19x100 0°","2099-12-31","ramesh.pant@rigpl.com","2012-05-23 15:04:17"
"HR1XRE002B2","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,19,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x19x150 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE002C0","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,19,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x19x200 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE002D7","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,20,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x20x100 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE002E5","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,20,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x20x150 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
"HR1XRE002F3","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,25,150,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x25x150 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE002G1","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,25,200,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x25x200 0°","2099-12-31","Administrator","2010-10-06 17:29:49"
"HR1XRE002H9","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",3,35,100,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric (3mm =< D < 5mm)","HSS Rohit- 1X  Rect 3x35x100 0°","2099-12-31","Administrator","2011-03-09 21:11:10"
